Local system number,call number,Title,Date,Description of physical object,notes,Summary,Subject headings: Topical,Caption for URL,URL,URL2
b37616687,ACC 8661A/280,John Hutchinson's bird songs recorded on 12 September 1987. ,1987,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N195, consists of field recordings of bird calls made at Blackwood River, Balingup,  Western Australia on 12 September 1987. This tape reel is accompanied by a field note. ACC 8661A/280. ",Birds;Magpies;Silvereyes;Ravens;Kookaburra;Whistlers (Birds);Fantails;Parrots;Owls;Warblers;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 12 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761668_2,
b37616717,ACC 8661A/281,John Hutchinson's bird songs recorded on 12 and 13 September 1987. ,1987,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N196, consists of field recordings of bird calls made at Blackwood River, Balingup,  Western Australia on 12 and 13 September 1987. This tape reel is accompanied by a field note. ACC 8661A/281. ",Birds;Whistlers (Birds);Pardalotes;Ravens;Kookaburra;Wrens;Parrots;Cockatoos;Birdsongs;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 12 and 13 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761671_2,
b37616742,ACC 8661A/282,John Hutchinson's bird songs recorded on 27 and 28 September 1987.,1987,1 audiotape reel (approximately 11 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N197, consists of field recordings of bird calls made at Blackwood River, Lewana,  Western Australia on 27 September 1987 and at Mowen Road, Donnybrook, Western Australia on 28 September 1987. This tape reel is accompanied by a field note. ACC 8661A/282. ",Birds;Kookaburra;Ravens;Robins;Whistlers (Birds);Fantails;Thrushes;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 27 and 28 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761674_2,
b37616754,ACC 8661A/283,John Hutchinson's bird songs recorded on 28 September 1987. ,1987,1 audiotape reel (approximately 11 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N198, consists of field recordings of bird calls made at Sunklands, Donnybrook, Western Australia and at Blackwood River, Balingup,  Western Australia on 28 September 1987. This tape reel is accompanied by a field note. ACC 8661A/283. ",Birds;Whistlers (Birds);Fantails;Warblers;Kookaburra;Birdsongs,John Hutchinson's bird songs recorded on 28 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761675_2,
b37616778,ACC 8661A/284,John Hutchinson's bird songs recorded on 29 September 1987. ,1987,1 audiotape reel (approximately 12 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N199, consists of field recordings of bird calls made at Blackwood River, Balingup,  Western Australia on 29 September 1987. This tape reel is accompanied by a field note. ACC 8661A/284. ",Birds;Whistlers (Birds);Pardalotes;Wrens;Warblers;Magpies;Parrots;Ravens;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 29 September 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761677_2,
b3761681x,ACC 8661A/285,John Hutchinson's bird songs recorded on 29 September 1987 and 1 October 1987. ,1987,1 audiotape reel (approximately 10 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N200, consists of field recordings of bird calls made at Blackwood River, Balingup,  Western Australia on 29 September 1987 and at the Mullalyup forest,  Western Australia on 1 October 1987. This tape reel is accompanied by a field note. ACC 8661A/285. ",Birds;Cuckoos;Parrots;Warblers;Magpies;Ravens;Whistlers (Birds);Parrots;Pardalotes;Wrens;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 29 September 1987 and 1 October 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3761681_2,
b37620885,ACC 8661A/286,John Hutchinson's bird songs recorded on 1 October 1987. ,1987,1 audiotape reel (approximately 17 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N201, consists of field recordings of bird calls made at the Mullalyup forest,  Western Australia on 1 October 1987. This tape reel is accompanied by a field note. ACC 8661A/286. ",Birds;Cuckoos;Twenty-eight parrots;Warblers;Magpies;Ravens;Thrushes;Pardalotes;Wrens;Fantails;Whistlers (Birds);Robins;Kookaburra;Birdsongs,John Hutchinson's bird songs recorded on 1 October 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762088_2,
b37625731,ACC 8661A/287,John Hutchinson's bird songs recorded on 1 and 4 October 1987. ,1987,1 audiotape reel (approximately 14 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N202, consists of field recordings of bird calls made at the Mullalyup forest,  Western Australia on 1 October 1987 and Cambray, St Johns Brook, Western Australia on 4 October 1987 . This tape reel is accompanied by a field note. ACC 8661A/287. ",Birds;Whistlers (Birds);Thrushes;Jacky Winter (Bird);Robins;Wrens;Fantails;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 1 and 4 October 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762573_2,
b37625962,ACC 8661A/288,John Hutchinson's bird songs recorded on 4 October 1987.,1987,1 audiotape reel (approximately 17 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N203, consists of field recordings of bird calls made at St Johns Brook, Cambray, Western Australia on 4 October 1987 . This tape reel is accompanied by a field note. ACC 8661A/288. ",Birds;Wrens;Whistlers (Birds);Jacky Winter (Bird);Thrushes;Twenty-eight parrots;Pardalotes;Ravens;Cuckoos;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 4 October 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762596_2,
b37626000,ACC 8661A/289,John Hutchinson's bird songs recorded on 4 October 1987.,1987,1 audiotape reel (approximately 10 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N204, consists of field recordings of bird calls made at St Johns Brook, Cambray, Western Australia on 4 October 1987 . This tape reel is accompanied by a field note. ACC 8661A/289. ",Birds;Robins;Twenty-eight parrots;Cuckoos;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 4 October 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762600_2,
b37626024,ACC 8661A/290,John Hutchinson's bird songs recorded on 4 October 1987.,1987,1 audiotape reel (approximately 16 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N205, consists of field recordings of bird calls made at St Johns Brook, Cambray, Western Australia on 4 October 1987 . This tape reel is accompanied by a field note. ACC 8661A/290. ",Birds;Cuckoos;Fantails;Twenty-eight parrots;Cockatoos;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 4 October 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762602_2,
b37626048,ACC 8661A/291,John Hutchinson's bird songs recorded on 5 October 1987.,1987,1 audiotape reel (approximately 28 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N206, consists of field recordings of bird calls made at St Johns Brook, Cambray, Western Australia on 5 October 1987 . This tape reel is accompanied by a field note. ACC 8661A/291. ",Birds;Cuckoos;Fantails;Kookaburra;Whistlers (Birds);Robins;Cockatoos;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 5 October 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762604_2,
b3762734x,ACC 8661A/292,John Hutchinson's bird songs recorded on 5 October 1987 and 11 November 1987.,1987,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N207, consists of field recordings of bird calls made at St Johns Brook, Cambray, Western Australia on 5 October 1987 and at Windmill Gully road, Grimwade,  Western Australia on 11 November 1987. This tape reel is accompanied by a field note. ACC 8661A/292. ",Birds;Ravens;Fantails;Pardalotes;Twenty-eight parrots;Cuckoos;Whistlers (Birds);Wattlebirds;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 5 October 1987 and 11 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762734_2,
b37627363,ACC 8661A/293,John Hutchinson's bird songs recorded on 11 November 1987.,1987,1 audiotape reel (approximately 47 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N208, consists of field recordings of bird calls made at Windmill Gully road, Grimwade,  Western Australia on 11 November 1987. This tape reel is accompanied by a field note. ACC 8661A/293. ",Birds;Ravens;Honeyeaters;Warblers;Whistlers (Birds);Pigeons;Black cockatoos;Birdsongs,John Hutchinson's bird songs recorded on 11 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762736_2,
b37627399,ACC 8661A/294,John Hutchinson's bird songs recorded on 11 November 1987.,1987,1 audiotape reel (approximately 36 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N209, consists of field recordings of bird calls made at Windmill Gully road, Grimwade,  Western Australia on 11 November 1987. This tape reel is accompanied by a field note. ACC 8661A/294. ",Birds;Black cockatoos;Fantails;Warblers;Whistlers (Birds);Pigeons;Thrushes;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 11 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762739_2,
b37627429,ACC 8661A/295,John Hutchinson's bird songs recorded on 11 and 15 November 1987.,1987,1 audiotape reel (approximately 32 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N210, consists of field recordings of bird calls made at Windmill Gully road,  between Grimwade and Noggerup, Western Australia on 11 November 1987 and at Ledge Beach swamp, Albany, Western Australia on 15 November 1987. This tape reel is accompanied by a field note. ACC 8661A/295. ",Birds;Whistlers (Birds);Robins;Black cockatoos;Fantails;Reed warblers;Wattlebirds;Fantails;Pigeons;Twenty-eight parrots;Thrushes;Kookaburra;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 11 and 15 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762742_2,
b37627454,ACC 8661A/296,John Hutchinson's bird songs recorded on 16 November 1987.,1987,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N211, consists of field recordings of bird calls made at Ledge Beach swamp, Albany, Western Australia on 16 November 1987. This tape reel is accompanied by a field note. ACC 8661A/296. ",Birds;Black cockatoos;Reed warblers;Twenty-eight parrots;Kookaburra;Birdsongs,John Hutchinson's bird songs recorded on 16 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762745_2,
b37627478,ACC 8661A/297,"John Hutchinson's bird songs recorded on 16, 18 and 23 November 1987.",1987,1 audiotape reel (approximately 40 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N212, consists of field recordings of bird calls made at Ledge Beach swamp, Albany, Western Australia on 16 November 1987 and at Shannon River bank, Chesapeake Rd, Western Australia on 18 November 1987 and at Windmill Gully Rd, Grimwade, Western Australia on 23 November 1987 . This tape reel is accompanied by a field note. ACC 8661A/297. ",Birds;Black cockatoos;Reed warblers;Honeyeaters;Cuckoos;Fantails;Wattlebirds;Ravens;Twenty-eight parrots;Kookaburra;Pardalotes;Robins;Whistlers (Birds);Birdsongs;Birdsongs;Birdsongs,"John Hutchinson's bird songs recorded on 16, 18 and 23 November 1987. Part 1",http://purl.slwa.wa.gov.au/slwa_b3762747_2,
b37627491,ACC 8661A/298,John Hutchinson's bird songs recorded on 24 and 25 November 1987.,1987,1 audiotape reel (approximately 27 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N213, consists of field recordings of bird calls made at Windmill Gully Rd, Noggerup, Western Australia on 24 November 1987 and at Wandoo forest, York, Western Australia on 25 November 1987. This tape reel is accompanied by a field note. ACC 8661A/298. ",Birds;Whistlers (Birds);Wattlebirds;Robins;Warblers;Fantails;Twenty-eight parrots;Pigeons;Wrens;Ravens;Hawks;Honeyeaters;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 24 and 25 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762749_2,
b37627545,ACC 8661A/299,John Hutchinson's bird songs recorded on 25 and 26 November 1987.,1987,1 audiotape reel ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N214, consists of field recordings of bird calls made at Wandoo forest, York, Western Australia on 25 November 1987 and Crossman Bridge, Western Australia on 25 and 26 November 1987. This tape reel is accompanied by a field note. ACC 8661A/299. ",Birds;Thrushes;Black cockatoos;Honeyeaters;Ravens;Whistlers (Birds);Twenty-eight parrots;Magpies;Wrens;Kookaburra;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 25 and 26 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762754_2,
b37627570,ACC 8661A/300,John Hutchinson's bird songs recorded on 26 and 27 November 1987.,1987,1 audiotape reel (approximately 28 min.) ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N215, consists of field recordings of bird calls made at Crossman Bridge, Western Australia on 26 November 1987 and at Geoff Lodge farm, Boyup Brook, Western Australia on 27 November 1987. This tape reel is accompanied by a field note. ACC 8661A/300. ",Birds;Fantails;Twenty-eight parrots;Warblers;Magpies;Ravens;Whistlers (Birds);Pardalotes;Honeyeaters;Kookaburra;Wrens;Magpies;Honeyeaters;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 26 and 27 November 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3762757_2,
b3763687x,ACC 8661A/301,John Hutchinson's bird songs recorded on 27 November 1987 and 3 and 13 December 1987.,1987,1 audiotape reel ,Recorded using Nagra IV-S portable stereo 6.35-mm (?? inch) analogue audio tape recorder.,"John Hutchinson is an ornithologist and a birdcall recordist. Tape N216, consists of field recordings of bird calls made at Geoff Lodge Farm, Boyup Brook, Western Australia on 27 November 1987 and at Mowen Rd, between Margaret River and Nannup, Western Australia on 3 December 1987 and at Cambray, Western Australia, on 13 December 1987 . This tape reel is accompanied by a field note. ACC 8661A/301. ",Birds;Ravens;Honeyeaters;Magpies;Wrens;Robins;Warblers;Black cockatoos;Thrushes;Birdsongs;Birdsongs;Birdsongs;Birdsongs,John Hutchinson's bird songs recorded on 27 November 1987 and 3 and 13 December 1987. Part 1,http://purl.slwa.wa.gov.au/slwa_b3763687_2,
